species,country,sum_gsv_scaled
Arnoglossus thori,Egypt,NA
Arnoglossus thori,France,0.09129541817665975
Arnoglossus thori,Georgia,3.9033280442481653
Arnoglossus thori,Greece,0.5763139608254251
Arnoglossus thori,Israel,0.774611268226965
Arnoglossus thori,Italy,NA
Arnoglossus thori,Lebanon,NA
Arnoglossus thori,Libya,4.23784564919829
Arnoglossus thori,Malta,NA
Arnoglossus thori,Monaco,100
Arnoglossus thori,Montenegro,NA
Arnoglossus thori,Morocco,NA
Arnoglossus thori,Romania,0.2583975088851274
Arnoglossus thori,Russia,0.06594894905887004
Arnoglossus thori,Slovenia,3.897866626468837
Arnoglossus thori,Spain,NA
Arnoglossus thori,Syria,2.244864655892093
Arnoglossus thori,Tunisia,NA
Arnoglossus thori,Turkey,NA
Arnoglossus thori,Ukraine,NA
Arothron hispidus,Albania,NA
Arothron hispidus,Algeria,15.045115386220518
Arothron hispidus,Bosnia and Herzegovina,NA
Arothron hispidus,Bulgaria,11.969208716807167
Arothron hispidus,Croatia,8.66551417111837
Arothron hispidus,Cyprus,NA
Arothron hispidus,Egypt,NA
Arothron hispidus,France,NA
Arothron hispidus,Georgia,49.61523413606172
Arothron hispidus,Greece,NA
Arothron hispidus,Israel,NA
Arothron hispidus,Italy,5.505131685067088
Arothron hispidus,Lebanon,NA
Arothron hispidus,Libya,38.86711780787635
Arothron hispidus,Malta,NA
Arothron hispidus,Monaco,NA
Arothron hispidus,Montenegro,100
Arothron hispidus,Morocco,7.3843269959594515
Arothron hispidus,Romania,NA
Arothron hispidus,Russia,NA
Arothron hispidus,Slovenia,NA
Arothron hispidus,Spain,NA
Arothron hispidus,Syria,NA
Arothron hispidus,Tunisia,NA
Arothron hispidus,Turkey,NA
Arothron hispidus,Ukraine,2.825156434573056
Atherina boyeri,Albania,NA
Atherina boyeri,Algeria,NA
Atherina boyeri,Bosnia and Herzegovina,NA
Atherina boyeri,Bulgaria,0.23883271249393587
Atherina boyeri,Croatia,0.1144377176553407
Atherina boyeri,Cyprus,6.174559621401884
Atherina boyeri,Egypt,NA
Atherina boyeri,France,1.7154398529678598
Atherina boyeri,Georgia,NA
Atherina boyeri,Greece,31.36699758867304
Atherina boyeri,Israel,NA
Atherina boyeri,Italy,7.341176887844454
Atherina boyeri,Lebanon,0.36387989295990597
Atherina boyeri,Libya,NA
Atherina boyeri,Malta,100
Atherina boyeri,Monaco,29.257838403984525
Atherina boyeri,Montenegro,NA
Atherina boyeri,Morocco,NA
Atherina boyeri,Romania,0.04377346517126784
Atherina boyeri,Russia,NA
Atherina boyeri,Slovenia,NA
Atherina boyeri,Spain,0.0822502316054395
Atherina boyeri,Syria,NA
Atherina boyeri,Tunisia,NA
Atherina boyeri,Turkey,1.8460718009719668
Atherina boyeri,Ukraine,0.05893015800797744
Atherina hepsetus,Albania,1.0827002415333298
Atherina hepsetus,Algeria,NA
Atherina hepsetus,Bosnia and Herzegovina,NA
Atherina hepsetus,Bulgaria,0.14049732738324153
Atherina hepsetus,Croatia,27.315668775787767
Atherina hepsetus,Cyprus,2.7274677539030856
Atherina hepsetus,Egypt,NA
Atherina hepsetus,France,0.022168813204037942
Atherina hepsetus,Georgia,NA
Atherina hepsetus,Greece,23.36851993624971
Atherina hepsetus,Israel,0.2348719061835541
Atherina hepsetus,Italy,0.08989162108372027
Atherina hepsetus,Lebanon,NA
Atherina hepsetus,Libya,NA
Atherina hepsetus,Malta,100
Atherina hepsetus,Monaco,NA
Atherina hepsetus,Montenegro,2.322517098262506
Atherina hepsetus,Morocco,NA
Atherina hepsetus,Romania,0.09087311677023861
Atherina hepsetus,Russia,NA
Atherina hepsetus,Slovenia,NA
Atherina hepsetus,Spain,0.4626503960266969
Atherina hepsetus,Syria,NA
Atherina hepsetus,Tunisia,NA
Atherina hepsetus,Turkey,0.050257814078277147
Atherina hepsetus,Ukraine,0.07713043024076267
Atherina presbyter,Albania,NA
Atherina presbyter,Algeria,NA
Atherina presbyter,Bosnia and Herzegovina,NA
Atherina presbyter,Bulgaria,0.32340367803717696
Atherina presbyter,Croatia,NA
Atherina presbyter,Cyprus,NA
Atherina presbyter,Egypt,NA
Atherina presbyter,France,0.20602781120754948
Atherina presbyter,Georgia,0.8083382819878039
Atherina presbyter,Greece,0.4286002491822088
Atherina presbyter,Israel,0.16668542208559933
Atherina presbyter,Italy,NA
Atherina presbyter,Lebanon,NA
Atherina presbyter,Libya,NA
Atherina presbyter,Malta,4.5497581016906885
Atherina presbyter,Monaco,100
Atherina presbyter,Montenegro,NA
Atherina presbyter,Morocco,NA
Atherina presbyter,Romania,0.4627290695622441
Atherina presbyter,Russia,NA
Atherina presbyter,Slovenia,0.6044858980568488
Atherina presbyter,Spain,2.496487872064015
Atherina presbyter,Syria,3.4597938382764744
Atherina presbyter,Tunisia,0.7374721813873043
Atherina presbyter,Turkey,0.08238791878580132
Atherina presbyter,Ukraine,NA
Atherinomorus forskalii,Albania,NA
Atherinomorus forskalii,Algeria,NA
Atherinomorus forskalii,Bosnia and Herzegovina,100
Atherinomorus forskalii,Bulgaria,NA
Atherinomorus forskalii,Croatia,NA
Atherinomorus forskalii,Cyprus,NA
Atherinomorus forskalii,Egypt,NA
Atherinomorus forskalii,France,0.9340571251369186
Atherinomorus forskalii,Georgia,NA
Atherinomorus forskalii,Greece,NA
Atherinomorus forskalii,Israel,NA
Atherinomorus forskalii,Italy,NA
Atherinomorus forskalii,Lebanon,38.893763479593396
Atherinomorus forskalii,Libya,NA
Atherinomorus forskalii,Malta,NA
Atherinomorus forskalii,Monaco,NA
Atherinomorus forskalii,Montenegro,NA
Atherinomorus forskalii,Morocco,NA
Atherinomorus forskalii,Romania,NA
Atherinomorus forskalii,Russia,1.3461339085363495
Atherinomorus forskalii,Slovenia,58.818696071991326
Atherinomorus forskalii,Spain,4.027677066727142
Atherinomorus forskalii,Syria,NA
Atherinomorus forskalii,Tunisia,31.744734079703303
Atherinomorus forskalii,Turkey,NA
Atherinomorus forskalii,Ukraine,3.0055096162246984
Atherinomorus lacunosus,Albania,NA
Atherinomorus lacunosus,Algeria,NA
Atherinomorus lacunosus,Bosnia and Herzegovina,NA
Atherinomorus lacunosus,Bulgaria,NA
Atherinomorus lacunosus,Croatia,2.639148454439924
Atherinomorus lacunosus,Cyprus,NA
Atherinomorus lacunosus,Egypt,NA
Atherinomorus lacunosus,France,0.1963073676074705
Atherinomorus lacunosus,Georgia,10.47303500497284
Atherinomorus lacunosus,Greece,NA
Atherinomorus lacunosus,Israel,1.704008948667855
Atherinomorus lacunosus,Italy,NA
Atherinomorus lacunosus,Lebanon,7.3587294907393686
Atherinomorus lacunosus,Libya,NA
Atherinomorus lacunosus,Malta,100
Atherinomorus lacunosus,Monaco,NA
Atherinomorus lacunosus,Montenegro,NA
Atherinomorus lacunosus,Morocco,1.5433829420371024
Atherinomorus lacunosus,Romania,NA
Atherinomorus lacunosus,Russia,0.31729884839675415
Atherinomorus lacunosus,Slovenia,NA
Atherinomorus lacunosus,Spain,NA
Atherinomorus lacunosus,Syria,NA
Atherinomorus lacunosus,Tunisia,5.516294466035555
Atherinomorus lacunosus,Turkey,17.850919162654392
Atherinomorus lacunosus,Ukraine,0.6286180243801446
Aulopus filamentosus,Albania,NA
Aulopus filamentosus,Algeria,0.6453513689925535
Aulopus filamentosus,Bosnia and Herzegovina,NA
Aulopus filamentosus,Bulgaria,1.4191485813343152
Aulopus filamentosus,Croatia,NA
Aulopus filamentosus,Cyprus,4.721655042258359
Aulopus filamentosus,Egypt,1.205556285906677
Aulopus filamentosus,France,NA
Aulopus filamentosus,Georgia,NA
Aulopus filamentosus,Greece,0.7607033796393865
Aulopus filamentosus,Israel,NA
Aulopus filamentosus,Italy,NA
Aulopus filamentosus,Lebanon,NA
Aulopus filamentosus,Libya,NA
Aulopus filamentosus,Malta,41.2252797092514
Aulopus filamentosus,Monaco,100
Aulopus filamentosus,Montenegro,NA
Aulopus filamentosus,Morocco,NA
Aulopus filamentosus,Romania,NA
Aulopus filamentosus,Russia,0.20630870286408726
Aulopus filamentosus,Slovenia,NA
Aulopus filamentosus,Spain,NA
Aulopus filamentosus,Syria,3.5792087917918907
Aulopus filamentosus,Tunisia,NA
Aulopus filamentosus,Turkey,NA
Aulopus filamentosus,Ukraine,NA
Aulotrachichthys sajademalensis,Albania,NA
Aulotrachichthys sajademalensis,Algeria,NA
Aulotrachichthys sajademalensis,Bosnia and Herzegovina,NA
Aulotrachichthys sajademalensis,Bulgaria,NA
Aulotrachichthys sajademalensis,Croatia,NA
Aulotrachichthys sajademalensis,Cyprus,NA
Aulotrachichthys sajademalensis,Egypt,3.128209572815568
Aulotrachichthys sajademalensis,France,NA
Aulotrachichthys sajademalensis,Georgia,NA
Aulotrachichthys sajademalensis,Greece,NA
Aulotrachichthys sajademalensis,Israel,4.771315919409245
Aulotrachichthys sajademalensis,Italy,NA
Aulotrachichthys sajademalensis,Lebanon,NA
Aulotrachichthys sajademalensis,Libya,NA
Aulotrachichthys sajademalensis,Malta,100
Aulotrachichthys sajademalensis,Monaco,NA
Aulotrachichthys sajademalensis,Montenegro,NA
Aulotrachichthys sajademalensis,Morocco,14.219847066467631
Aulotrachichthys sajademalensis,Romania,7.904785691079592
Aulotrachichthys sajademalensis,Russia,0.7161439889983545
Aulotrachichthys sajademalensis,Slovenia,NA
Aulotrachichthys sajademalensis,Spain,0.90359082806127
Aulotrachichthys sajademalensis,Syria,NA
Aulotrachichthys sajademalensis,Tunisia,NA
Aulotrachichthys sajademalensis,Turkey,NA
Aulotrachichthys sajademalensis,Ukraine,1.7186955166514553
Auxis rochei,Albania,NA
Auxis rochei,Algeria,NA
Auxis rochei,Bosnia and Herzegovina,27.52643464291306
Auxis rochei,Bulgaria,9.503943745111918
Auxis rochei,Croatia,NA
Auxis rochei,Cyprus,NA
Auxis rochei,Egypt,5.238237724000175
Auxis rochei,France,1.3680589656774051
Auxis rochei,Georgia,55.378058495224735
Auxis rochei,Greece,NA
Auxis rochei,Israel,NA
Auxis rochei,Italy,NA
Auxis rochei,Lebanon,NA
Auxis rochei,Libya,100
Auxis rochei,Malta,NA
Auxis rochei,Monaco,NA
Auxis rochei,Montenegro,NA
Auxis rochei,Morocco,NA
Auxis rochei,Romania,NA
Auxis rochei,Russia,2.974301520465
Auxis rochei,Slovenia,NA
Auxis rochei,Spain,NA
Auxis rochei,Syria,NA
Auxis rochei,Tunisia,NA
Auxis rochei,Turkey,NA
Auxis rochei,Ukraine,2.087196287186633
Balistes capriscus,Albania,NA
Balistes capriscus,Algeria,13.08117326398527
Balistes capriscus,Bosnia and Herzegovina,2.5636362383174363
Balistes capriscus,Bulgaria,0.6889735339622648
Balistes capriscus,Croatia,18.6416797951334
Balistes capriscus,Cyprus,NA
Balistes capriscus,Egypt,14.111956054637394
Balistes capriscus,France,48.5350708568082
Balistes capriscus,Georgia,3.880254857047875
Balistes capriscus,Greece,46.63574429614778
Balistes capriscus,Israel,1.0812271616350089
Balistes capriscus,Italy,53.3411367631692
Balistes capriscus,Lebanon,2.1425589751875687
Balistes capriscus,Libya,NA
Balistes capriscus,Malta,11.19373594794731
Balistes capriscus,Monaco,100
Balistes capriscus,Montenegro,11.864184896442538
Balistes capriscus,Morocco,10.432148973885711
Balistes capriscus,Romania,0.6904426937106686
Balistes capriscus,Russia,2.716427888894577
Balistes capriscus,Slovenia,1.2748213948757448
Balistes capriscus,Spain,29.410491658055587
Balistes capriscus,Syria,2.1456797638109952
Balistes capriscus,Tunisia,11.501509034690136
Balistes capriscus,Turkey,1.4794558807685525
Balistes capriscus,Ukraine,0.3443265926034549
Bathophilus nigerrimus,Albania,NA
Bathophilus nigerrimus,Algeria,NA
Bathophilus nigerrimus,Bosnia and Herzegovina,13.547313571290754
Bathophilus nigerrimus,Bulgaria,NA
Bathophilus nigerrimus,Croatia,NA
Bathophilus nigerrimus,Cyprus,24.096853554096693
Bathophilus nigerrimus,Egypt,2.912058488759446
Bathophilus nigerrimus,France,1.4648875519989124
Bathophilus nigerrimus,Georgia,14.04743499011155
Bathophilus nigerrimus,Greece,7.4764608206875725
Bathophilus nigerrimus,Israel,2.708707364028466
Bathophilus nigerrimus,Italy,0.5058314279902552
Bathophilus nigerrimus,Lebanon,15.335446891778714
Bathophilus nigerrimus,Libya,NA
Bathophilus nigerrimus,Malta,100
Bathophilus nigerrimus,Monaco,NA
Bathophilus nigerrimus,Montenegro,73.05668614558762
Bathophilus nigerrimus,Morocco,NA
Bathophilus nigerrimus,Romania,4.484354243423056
Bathophilus nigerrimus,Russia,NA
Bathophilus nigerrimus,Slovenia,7.6102036156220505
Bathophilus nigerrimus,Spain,0.38947567226877144
Bathophilus nigerrimus,Syria,12.52373132941208
Bathophilus nigerrimus,Tunisia,NA
Bathophilus nigerrimus,Turkey,NA
Bathophilus nigerrimus,Ukraine,1.2534395837413483
Bathophilus vaillanti,Albania,NA
Bathophilus vaillanti,Algeria,4.663413164966575
Bathophilus vaillanti,Bosnia and Herzegovina,NA
Bathophilus vaillanti,Bulgaria,NA
Bathophilus vaillanti,Croatia,6.427618813614868
Bathophilus vaillanti,Cyprus,NA
Bathophilus vaillanti,Egypt,NA
Bathophilus vaillanti,France,NA
Bathophilus vaillanti,Georgia,NA
Bathophilus vaillanti,Greece,3.1552002383256395
Bathophilus vaillanti,Israel,NA
Bathophilus vaillanti,Italy,NA
Bathophilus vaillanti,Lebanon,17.48150516115608
Bathophilus vaillanti,Libya,NA
Bathophilus vaillanti,Malta,100
Bathophilus vaillanti,Monaco,NA
Bathophilus vaillanti,Montenegro,NA
Bathophilus vaillanti,Morocco,9.238341829674484
Bathophilus vaillanti,Romania,NA
Bathophilus vaillanti,Russia,1.3070131452113083
Bathophilus vaillanti,Slovenia,NA
Bathophilus vaillanti,Spain,0.387656961890151
Bathophilus vaillanti,Syria,NA
Bathophilus vaillanti,Tunisia,NA
Bathophilus vaillanti,Turkey,NA
Bathophilus vaillanti,Ukraine,0.7321391355091098
Bathygobius soporator,Albania,NA
Bathygobius soporator,Algeria,NA
Bathygobius soporator,Bosnia and Herzegovina,19.436619356351027
Bathygobius soporator,Bulgaria,8.948924481510973
Bathygobius soporator,Croatia,NA
Bathygobius soporator,Cyprus,NA
Bathygobius soporator,Egypt,2.6232697238890315
Bathygobius soporator,France,NA
Bathygobius soporator,Georgia,NA
Bathygobius soporator,Greece,3.347563784638028
Bathygobius soporator,Israel,NA
Bathygobius soporator,Italy,0.9105747591497074
Bathygobius soporator,Lebanon,34.44614045724625
Bathygobius soporator,Libya,58.34133589335708
Bathygobius soporator,Malta,NA
Bathygobius soporator,Monaco,NA
Bathygobius soporator,Montenegro,100
Bathygobius soporator,Morocco,NA
Bathygobius soporator,Romania,3.5394368310953097
Bathygobius soporator,Russia,NA
Bathygobius soporator,Slovenia,38.498973937000976
Bathygobius soporator,Spain,0.5835784302692602
Bathygobius soporator,Syria,NA
Bathygobius soporator,Tunisia,14.772051320306351
Bathygobius soporator,Turkey,NA
Bathygobius soporator,Ukraine,NA
Bathypterois dubius,Albania,NA
Bathypterois dubius,Algeria,NA
Bathypterois dubius,Bosnia and Herzegovina,NA
Bathypterois dubius,Bulgaria,NA
Bathypterois dubius,Croatia,NA
Bathypterois dubius,Cyprus,42.40914365420929
Bathypterois dubius,Egypt,4.345731832259329
Bathypterois dubius,France,NA
Bathypterois dubius,Georgia,NA
Bathypterois dubius,Greece,NA
Bathypterois dubius,Israel,NA
Bathypterois dubius,Italy,2.777672729731897
Bathypterois dubius,Lebanon,NA
Bathypterois dubius,Libya,36.17509582371974
Bathypterois dubius,Malta,100
Bathypterois dubius,Monaco,NA
Bathypterois dubius,Montenegro,NA
Bathypterois dubius,Morocco,NA
Bathypterois dubius,Romania,NA
Bathypterois dubius,Russia,NA
Bathypterois dubius,Slovenia,NA
Bathypterois dubius,Spain,NA
Bathypterois dubius,Syria,NA
Bathypterois dubius,Tunisia,NA
Bathypterois dubius,Turkey,0.7372953492797879
Bathypterois dubius,Ukraine,NA
Bathypterois grallator,Albania,NA
Bathypterois grallator,Algeria,7.211230162461513
Bathypterois grallator,Bosnia and Herzegovina,NA
Bathypterois grallator,Bulgaria,37.609161990923646
Bathypterois grallator,Croatia,NA
Bathypterois grallator,Cyprus,100
Bathypterois grallator,Egypt,15.456527216316221
Bathypterois grallator,France,5.732736482175838
Bathypterois grallator,Georgia,63.439489357237555
Bathypterois grallator,Greece,NA
Bathypterois grallator,Israel,6.995725967304951
Bathypterois grallator,Italy,3.880259322685151
Bathypterois grallator,Lebanon,48.02310109157888
Bathypterois grallator,Libya,NA
Bathypterois grallator,Malta,NA
Bathypterois grallator,Monaco,NA
Bathypterois grallator,Montenegro,NA
Bathypterois grallator,Morocco,NA
Bathypterois grallator,Romania,12.747434192613508
Bathypterois grallator,Russia,2.131378301190035
Bathypterois grallator,Slovenia,NA
Bathypterois grallator,Spain,3.770809139215503
Bathypterois grallator,Syria,NA
Bathypterois grallator,Tunisia,NA
Bathypterois grallator,Turkey,1.6892826915321968
Bathypterois grallator,Ukraine,NA
Bathysaurus mollis,Albania,NA
Bathysaurus mollis,Algeria,NA
Bathysaurus mollis,Bosnia and Herzegovina,33.91882875589838
Bathysaurus mollis,Bulgaria,NA
Bathysaurus mollis,Croatia,NA
Bathysaurus mollis,Cyprus,NA
Bathysaurus mollis,Egypt,NA
Bathysaurus mollis,France,NA
Bathysaurus mollis,Georgia,NA
Bathysaurus mollis,Greece,NA
Bathysaurus mollis,Israel,10.361085140210138
Bathysaurus mollis,Italy,1.3540010116469863
Bathysaurus mollis,Lebanon,100
Bathysaurus mollis,Libya,NA
Bathysaurus mollis,Malta,NA
Bathysaurus mollis,Monaco,NA
Bathysaurus mollis,Montenegro,NA
Bathysaurus mollis,Morocco,8.315625658883874
Bathysaurus mollis,Romania,NA
Bathysaurus mollis,Russia,1.3975976011428914
Bathysaurus mollis,Slovenia,NA
Bathysaurus mollis,Spain,1.4376008087053496
Bathysaurus mollis,Syria,NA
Bathysaurus mollis,Tunisia,NA
Bathysaurus mollis,Turkey,2.8593940312996593
Bathysaurus mollis,Ukraine,4.703645982799811
Bathysolea profundicola,Albania,100
Bathysolea profundicola,Algeria,6.335058305624204
Bathysolea profundicola,Bosnia and Herzegovina,16.542906654513352
Bathysolea profundicola,Bulgaria,NA
Bathysolea profundicola,Croatia,NA
Bathysolea profundicola,Cyprus,29.992331328274695
Bathysolea profundicola,Egypt,NA
Bathysolea profundicola,France,0.5335313898625025
Bathysolea profundicola,Georgia,35.65880544932607
Bathysolea profundicola,Greece,5.0792673315908345
Bathysolea profundicola,Israel,3.361795362154517
Bathysolea profundicola,Italy,NA
Bathysolea profundicola,Lebanon,68.44019729983074
Bathysolea profundicola,Libya,78.19160553737858
Bathysolea profundicola,Malta,NA
Bathysolea profundicola,Monaco,NA
Bathysolea profundicola,Montenegro,40.72578072943442
Bathysolea profundicola,Morocco,4.665758819119419
Bathysolea profundicola,Romania,NA
Bathysolea profundicola,Russia,NA
Bathysolea profundicola,Slovenia,NA
Bathysolea profundicola,Spain,NA
Bathysolea profundicola,Syria,56.28046203117572
Bathysolea profundicola,Tunisia,NA
Bathysolea profundicola,Turkey,NA
Bathysolea profundicola,Ukraine,NA
Bathytoshia centroura,Albania,8.330661243828864
Bathytoshia centroura,Algeria,NA
Bathytoshia centroura,Bosnia and Herzegovina,5.140572150819172
Bathytoshia centroura,Bulgaria,NA
Bathytoshia centroura,Croatia,5.871070845709951
Bathytoshia centroura,Cyprus,5.454042566783877
Bathytoshia centroura,Egypt,NA
Bathytoshia centroura,France,0.031604154862475434
Bathytoshia centroura,Georgia,1.3792521575605172
Bathytoshia centroura,Greece,NA
Bathytoshia centroura,Israel,0.44104519749646665
Bathytoshia centroura,Italy,0.07115207608388648
Bathytoshia centroura,Lebanon,NA
Bathytoshia centroura,Libya,5.772026987250163
Bathytoshia centroura,Malta,8.580708352667497
Bathytoshia centroura,Monaco,100
Bathytoshia centroura,Montenegro,11.394415066406868
Bathytoshia centroura,Morocco,0.4313228953107839
Bathytoshia centroura,Romania,NA
Bathytoshia centroura,Russia,NA
Bathytoshia centroura,Slovenia,7.348749453822774
Bathytoshia centroura,Spain,0.066181184174297
Bathytoshia centroura,Syria,5.967740089268365
Bathytoshia centroura,Tunisia,1.4446973421618718
Bathytoshia centroura,Turkey,NA
Bathytoshia centroura,Ukraine,0.17448037628873284
Bellottia apoda,Albania,NA
Bellottia apoda,Algeria,NA
Bellottia apoda,Bosnia and Herzegovina,2.246569874593371
Bellottia apoda,Bulgaria,NA
Bellottia apoda,Croatia,NA
Bellottia apoda,Cyprus,15.077510052754228
Bellottia apoda,Egypt,NA
Bellottia apoda,France,NA
Bellottia apoda,Georgia,6.485619533690594
Bellottia apoda,Greece,NA
Bellottia apoda,Israel,NA
Bellottia apoda,Italy,0.09366333499476852
Bellottia apoda,Lebanon,NA
Bellottia apoda,Libya,4.7130649621690575
Bellottia apoda,Malta,17.730222456217838
Bellottia apoda,Monaco,100
Bellottia apoda,Montenegro,9.073823809337268
Bellottia apoda,Morocco,NA
Bellottia apoda,Romania,0.7438733469493013
Bellottia apoda,Russia,NA
Bellottia apoda,Slovenia,2.723262919036492
Bellottia apoda,Spain,NA
Bellottia apoda,Syria,NA
Bellottia apoda,Tunisia,3.3147788262012328
Bellottia apoda,Turkey,NA
Bellottia apoda,Ukraine,0.21017399025100564
Belone belone,Albania,NA
Belone belone,Algeria,0.23410987228706667
Belone belone,Bosnia and Herzegovina,27.363334675692187
Belone belone,Bulgaria,100
Belone belone,Croatia,41.368424669915925
Belone belone,Cyprus,31.93808312789062
Belone belone,Egypt,0.24002677631605923
Belone belone,France,11.326433386882783
Belone belone,Georgia,5.263000834889979
Belone belone,Greece,58.32313941785438
Belone belone,Israel,0.42571913798786604
Belone belone,Italy,32.0386790246954
Belone belone,Lebanon,NA
Belone belone,Libya,NA
Belone belone,Malta,3.6693229708844672
Belone belone,Monaco,NA
Belone belone,Montenegro,6.780276333166335
Belone belone,Morocco,0.2803636738137142
Belone belone,Romania,21.176442567438496
Belone belone,Russia,16.46691207385561
Belone belone,Slovenia,5.663693482966172
Belone belone,Spain,6.92370678453888
Belone belone,Syria,NA
Belone belone,Tunisia,NA
Belone belone,Turkey,76.88128231071964
Belone belone,Ukraine,24.80629296149373
Belone svetovidovi,Albania,53.40735211691396
Belone svetovidovi,Algeria,6.360724240170443
Belone svetovidovi,Bosnia and Herzegovina,14.247142527030277
Belone svetovidovi,Bulgaria,NA
Belone svetovidovi,Croatia,6.837622505471641
Belone svetovidovi,Cyprus,NA
Belone svetovidovi,Egypt,3.508389659401714
Belone svetovidovi,France,NA
Belone svetovidovi,Georgia,38.64876954146983
Belone svetovidovi,Greece,4.548224500869557
Belone svetovidovi,Israel,NA
Belone svetovidovi,Italy,0.7733948752737977
Belone svetovidovi,Lebanon,NA
Belone svetovidovi,Libya,100
Belone svetovidovi,Malta,NA
Belone svetovidovi,Monaco,NA
Belone svetovidovi,Montenegro,85.69223067878879
Belone svetovidovi,Morocco,8.813128595735064
Belone svetovidovi,Romania,NA
Belone svetovidovi,Russia,NA
Belone svetovidovi,Slovenia,NA
Belone svetovidovi,Spain,0.9259862349927473
Belone svetovidovi,Syria,68.18637902872727
Belone svetovidovi,Tunisia,NA
Belone svetovidovi,Turkey,NA
Belone svetovidovi,Ukraine,2.802533594473603
Benthocometes robustus,Albania,43.88518368698953
Benthocometes robustus,Algeria,NA
Benthocometes robustus,Bosnia and Herzegovina,NA
Benthocometes robustus,Bulgaria,13.787055252150113
Benthocometes robustus,Croatia,12.87590355370461
Benthocometes robustus,Cyprus,NA
Benthocometes robustus,Egypt,2.945096001192055
Benthocometes robustus,France,NA
Benthocometes robustus,Georgia,37.674979754549206
Benthocometes robustus,Greece,NA
Benthocometes robustus,Israel,4.099051603630366
Benthocometes robustus,Italy,NA
Benthocometes robustus,Lebanon,29.957232157226667
Benthocometes robustus,Libya,NA
Benthocometes robustus,Malta,67.42034770314613
Benthocometes robustus,Monaco,NA
Benthocometes robustus,Montenegro,NA
Benthocometes robustus,Morocco,12.63864830447598
Benthocometes robustus,Romania,NA
Benthocometes robustus,Russia,NA
Benthocometes robustus,Slovenia,NA
Benthocometes robustus,Spain,NA
Benthocometes robustus,Syria,100
Benthocometes robustus,Tunisia,NA
Benthocometes robustus,Turkey,NA
Benthocometes robustus,Ukraine,NA
Benthophilus stellatus,Albania,7.9903712043059185
Benthophilus stellatus,Algeria,0.9005896581990722
Benthophilus stellatus,Bosnia and Herzegovina,NA
Benthophilus stellatus,Bulgaria,NA
Benthophilus stellatus,Croatia,1.8931023313856357
Benthophilus stellatus,Cyprus,NA
Benthophilus stellatus,Egypt,0.525601608674793
Benthophilus stellatus,France,NA
Benthophilus stellatus,Georgia,NA
Benthophilus stellatus,Greece,0.7186787644372289
Benthophilus stellatus,Israel,NA
Benthophilus stellatus,Italy,0.14049747077292823
Benthophilus stellatus,Lebanon,8.064354217477465
Benthophilus stellatus,Libya,17.01691779877156
Benthophilus stellatus,Malta,28.643444197145477
Benthophilus stellatus,Monaco,100
Benthophilus stellatus,Montenegro,NA
Benthophilus stellatus,Morocco,NA
Benthophilus stellatus,Romania,3.139421385152484
Benthophilus stellatus,Russia,NA
Benthophilus stellatus,Slovenia,NA
Benthophilus stellatus,Spain,0.15552507863066217
Benthophilus stellatus,Syria,5.518779862525068
Benthophilus stellatus,Tunisia,NA
Benthophilus stellatus,Turkey,NA
Benthophilus stellatus,Ukraine,0.38042343535140066
Benthosema glaciale,Albania,42.685186097470705
Benthosema glaciale,Algeria,11.870166360969593
Benthosema glaciale,Bosnia and Herzegovina,13.528051915543097
Benthosema glaciale,Bulgaria,NA
Benthosema glaciale,Croatia,9.193454732653846
Benthosema glaciale,Cyprus,24.554567087854746
Benthosema glaciale,Egypt,NA
Benthosema glaciale,France,0.6703825626083684
Benthosema glaciale,Georgia,NA
Benthosema glaciale,Greece,NA
Benthosema glaciale,Israel,NA
Benthosema glaciale,Italy,NA
Benthosema glaciale,Lebanon,NA
Benthosema glaciale,Libya,100
Benthosema glaciale,Malta,NA
Benthosema glaciale,Monaco,NA
Benthosema glaciale,Montenegro,NA
Benthosema glaciale,Morocco,NA
Benthosema glaciale,Romania,NA
Benthosema glaciale,Russia,1.3011208715010067
Benthosema glaciale,Slovenia,NA
Benthosema glaciale,Spain,NA
Benthosema glaciale,Syria,NA
Benthosema glaciale,Tunisia,NA
Benthosema glaciale,Turkey,0.33165969032032533
Benthosema glaciale,Ukraine,NA
Beryx decadactylus,Albania,NA
Beryx decadactylus,Algeria,NA
Beryx decadactylus,Bosnia and Herzegovina,5.473801733068166
Beryx decadactylus,Bulgaria,NA
Beryx decadactylus,Croatia,0.9993765620239887
Beryx decadactylus,Cyprus,NA
Beryx decadactylus,Egypt,0.4719054704011757
Beryx decadactylus,France,NA
Beryx decadactylus,Georgia,2.957058876117642
Beryx decadactylus,Greece,NA
Beryx decadactylus,Israel,1.7032930177272203
Beryx decadactylus,Italy,12.155049662247912
Beryx decadactylus,Lebanon,NA
Beryx decadactylus,Libya,NA
Beryx decadactylus,Malta,NA
Beryx decadactylus,Monaco,100
Beryx decadactylus,Montenegro,NA
Beryx decadactylus,Morocco,NA
Beryx decadactylus,Romania,NA
Beryx decadactylus,Russia,NA
Beryx decadactylus,Slovenia,NA
Beryx decadactylus,Spain,30.92960034180662
Beryx decadactylus,Syria,3.435755649267627
Beryx decadactylus,Tunisia,NA
Beryx decadactylus,Turkey,0.17686287232196074
Beryx decadactylus,Ukraine,NA
Beryx splendens,Albania,NA
Beryx splendens,Algeria,NA
Beryx splendens,Bosnia and Herzegovina,NA
Beryx splendens,Bulgaria,7.450649906612093
